"nid","title","field_tipo_da_impress_o","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_material_7","field_pre_o_7","field_observa_o","field_fonte"
"12208","INFORME - Edição Especial 2006","","2008","30","Serviço de Comunicação Social","ADM","DIRETORIA","200","312","15X21","","3.000 FLS DE PAPEL SULFITE 66X96","R$ 540.00","80 FLS DE CARTÃO BRANCO 240 GRS","","97 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>DIRETORIA</p>
",""
"12209","A FILOSOFIA APÓS FREUD","","2008","64","HUMANITAS","ADM","HELENA","500","412","16x22","","129 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO POSITIVAS","","8.050 FLS DE PAPEL OFF SET 75 GRS 66x96","R$1449.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12210","CONSUMIDORES E SEUS DIREITOS","","2008","31","HUMANITAS","ADM","HELENA","500","336","16X22","","6.600 FLS DE PAPEL OFFSET 75GRS 66X96","R$ 1188.00","105 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA HUMANITAS<br />
(RECOLHER NA TESOURARIA) </p>
<p>(RECOLHER NA TESOURARIA)</p>
",""
"12211","II Festival de Letras","","2008","32","HUMANITAS","ADM","HELENA","500","188","14x21","","60 Chapas de Aluminio duplo oficio positiva","R$ 291.00","3.700 fls de papel off-set 75grs 66x96","R$666.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>VERBA da PRÓ - REITORIA - PROCESSO Nº 06.1.3782.8.2</p>
",""
"12212","REVISTA DE GEOGRAFIA","","2008","33","DEPARTAMENTO DE GEOGRAFIA","ACADÊMICA","Prof.Dr.Jurandyr Luciano S.Ross","200","120","A4","","75 Chapas de Aluminio duplo oficio positiva","","2.250 fls de papel off-set 75grs 66x96","R$405.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>PAGAMENTO TOTAL - DIRETORIA</p>
",""
"12213","O Perigo Amarelo: Imagens do mito, realidade do preconceito","","2008","34","HUMANITAS","ADM","HELENA","500","288","14X21","","90 Chapas de aluminio duplo-oficio positiva","","5.700fls de papel off-set 75grs 66x96","R$1026.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12214","O PAR  Uma novela  amazônica","","2008","35","HUMANITAS","ADM","HELENA","500","140","14X21","","44Chapas de aluminio duplo oficio positiva","","2.800 fls de papel off-set 75grs 66x96","R$504.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12215","   Cadernos de Resumo ( IV Congresso de Congnição e Artes Musicais )","","2008","36","Departamento de Lingüística","Acadêmica","SDI (Processo 208.1.991.8.1)","120","78","A5","09/05/2008","35 Chapas Off  set duplo ofício positiva","","500 fls de papel off set 66x96 75 grs","R$90.00","45 fls de Cartão 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável Diretoria ( Processo 208.1.991.8.1 )</p>
",""
"12216","A Esperança e o desencanto","","2008","37","Humanitas","ADM","Helena","500","268","14x21","12/05/2008","90 Chapas de alumínio duplo ofício positiva","","5.300 fls de Papel off set 75 grs 66x96","R$954.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Humanitas ( Recolher na Tesouraria )</p>
",""
"12217","Informe nº 42 - maio de 2008","","2008","39","Serviço de Comunicação Social","ADM","Diretoria","1200","28","A4","","25 chapas de alumínio duplo ofício positiva","","2.630 fls de papel reciclato 75grs 66x96","R$1052.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável ( Diretoria )</p>
",""
"12218","TÓPICOS DE AQUISIÇÃO E ENSINO DE LÍNGUA ESTRANGEIRA","","2008","65","HUMANITAS","ADM","HELENA","500","152","14X21","","48 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO POSITIVAS","","2.970 FLS DE PAPEL OFF SET 75 GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12219","Revista  Trad Term  14","","2008","40","HUMANITAS","ADM","HELENA","200","276","16X22","04/06/2008","2.600 FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 468.00","100 FLS DE CARTÃO 240 GRS ( marfim )","R$32.00","PLASTIFICAÇÃO","R$45.00","90 CHAPAS DE ALUMINIO DUPLO OFICIO positiva","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12220","EDUCAÇÃO E TALMUD ( 2º Edição )","","2008","41","HUMANITAS","ADM","HELENA","500","220","14X21","05/06/2008","69 Chapas de aluminio duplo oficio positiva","","4.300 fls de papel off-set 75grs 66x96","R$774.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12221","REVISTA ITALIANÍSTICA XV","","2008","42","HUMANITAS","ADM","HELENA","300","188","19X24,5","05/06/2008","115 Chapas de aluminio duplo oficio positiva","","5.300 fls de papel off-set 75grs 66x96","R$954.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Itegral para administração ( 200 Exemplares =R$ 1.310,28 )  Lingua e Literatura Italiana ,( 100 Exemplares R$ 655,00 )</p>
",""
"12222","REVISTA ITALIANÍSTICA XVI","","2008","43","HUMANITAS","ADM","HELENA","300","156","19X24,5","05/06/2008","97 Chapas de aluminio duplo oficio positivas","","4.300 fls de papel off-set 75grs 66x96","R$774.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para administração ( 200Exemplares = R$ 1.078,79 ) lingua e Literatura Italiana ( 100 Exemplares = R$539,00 )</p>
",""
"12223","Informe - junho / 2008","","2008","44","Serviço de Comunicação Social","Administração","Diretoria","1200","24","A4","11/06/2008","22 chapas de alumínio duplo ofício positiva","","2.200 fls de papel reciclato 80 grs 66x96","R$880.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Diretoria</p>
",""
"12224","Agenda Cultural","","2008","45","Serviço de Cultura e Extensão Universitária","Administração","Serviço de Cultura e  Extensào Universitária","3000","12","A5","11/06/2008","8 chapas de alumínio duplo ofício positiva","","1.420 fls de papel off set 75 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Serviço de Cultura e Extensão Universitária</p>
",""
"12225","28º ENCONTRO NACIONAL DE ESTUDANTES DE HISTÓRIA","","2008","46","Centro Acadêmico de História - CAHIS","ADM","DIRETORIA","800","16","A5","","7 Chapas de aluminio duplo oficio positiva","","500 fls de papel off-set 75grs 66x96","R$90.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>TOTAL ADMINISTRAÇÃO</p>
",""
"12126","A Universidade e as Profissões","","2005","55","D.H.","Academica","Prof. Dra. Maria Aparecida de Aquino","500","28","A-5","08/09/2005","Duplicador tinta","R$ 120.00","Duplicador Master","R$150.00","Cartão vergê 120 grs 66x96 75 fls","R$45.00","Pael offset 75 grs 66x96 525 fls","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12127","O Amor á camisa","","2008","59","Marlene ( Centro Angel Roma )","ADM","DIRETORIA","500","20","A5","11/08/2008","8 Chapas de aluminio duplo oficio positiva","","400 fls de papel off-set 75grs 66x96","R$72.00","130 fls de Cartão Color Plus 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP : DIRETORIA</p>
",""
"12128","Revista de Hitória 152","","2005","56","Departamento de História","D.H.","Prof. Dr. Modesto Florenzano","500","216","16x22","03/10/2005","66 chapas offset","","4250 fls papel offset 75 grs 66x96","R$765.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12129","Espaços da Linguagem na Educação","","2005","57","Humanitas","ADM","Helena","500","196","14x21","03/10/2005","60 chapas offset","R$ 291.00","3800 fls papel offset 75 grs 66x96","R$684.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12130","Lingua e literatura 26","","2005","58","Humanitas","ADM","Helena","200","402","16x22","03/10/2005","120 chapas offset","R$ 582.00","3500 fls papel offset 75 grs 66x96","R$630.00","140 fls cartão 66x96 180 grs","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12131","Quintiliano Gramatico","","2005","59","Humanitas","ADM","Helena","500","192","15x21,5","03/10/2005","60 chapas offset","R$ 291.00","3800 fls papel offset 75 grs 66x96","R$684.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12132","Princesa do Madeira","","2008","60","HUMANITAS","ADM","HELENA","500","252","16X22","12/08/2008","80 chapas de aluminio duplo oficio positiva","R$ 388.00","4.900 fls de papel off-set 75grs 66x96","R$882.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12133","ABEI JOURNAL Nº 13","","2012","19","HUMANITAS","ADMINISTRATIVA","HELENA","200","220","21 X 28","","4.130 FLS DE PAPAEL OFF SET 75 GRS 66 X96","R$ 826.00","138 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$828.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA( HUMANITAS ) FONTE PAGADORA ;INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12134","ABEI JOURNAL Nº 13","","2012","19","HUMAMINTAS","ADMINISTRATIVA","HELENA","200","220","21X 28","","4130 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 826.00","138 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$828.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL;HELENA ( HUMANITAS )FONTE PAGADORA INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12135","INFORME Nº67 -MARÇO /ABRIL DE 2012","","2012","20","SERVIÇO DE COMUNICAÇÃO SOCIAL","ADMINISTRATIVA","DIRETORIA","700","20","21X29,7","","1100 FLS DE PAPEL JORNAL 52 GRS 66X96","R$ 220.00","15 CHAPAS DE ALUMINIO POSITIVA","R$90.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DIRETORIA<br />
FONTE PAGADORA :DIRETOIA</p>
",""
"12136","CADERNO NIETZSCHE Nº 29 -VOL 1","","2012","21","HUMANITAS","AD","HELENA","200","224","15 , 5 X 21","05/04/2012","2.100 FLS DE PAPEL OFF SET 75GRS 66 X96","R$ 420.00","100 FLS DE CATÃO COLLOR PLUS LARANJA 180 GRS 66 X","R$150.00","70 CHAPAS DE ALUMINIO DUPLO OFICIO OFF SET","R$420.00","PLASTIFICAÇÃO","R$75.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA(HUMANITAS) FONTE PAGADORA: DEP. FILOSOFIA ( TRANSP. ORÇAMENTÁRIA )</p>
",""
"12137","CADERNO DE RECIENVENIDO N º 28","","2012","22","HUMANITAS","AD","HELENA","600","28","16 X 22","05/04/2012","660 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 132.00","200 FLS DE VERGÊ DIAMANTE 180 GRS 66 X 96","R$300.00","10 CHAPAS DE ALUMINIO DUPLO","R$60.00","2 CORES DA CAPA","R$300.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA (HUMANITAS)<br />
INTEGRAL PARA A HUMANITAS ( RECOLHIMENTO NA TESOURARIA )</p>
",""
"12138","CADERNO DE RESUMO 5º ENCONTRO DE ALUNOS DE PÓS","","2012","23","HUMANITAS","ADMINISTRATIVA","HELENA","150","64","14X20","11/04/2012","450FLS DE PAPEL SULFITE 75GRS 66X96","R$ 90.00","100 FLS DE CARTÃO (VERMELHO)","R$150.00","24 CHAPAS DE ALUMINIO POSITIVA","R$144.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO<br />
FONTE PAGADORA:ADMINISTRAÇÃO</p>
",""
"12139","CADERNO NIETZSCHE Nº 29 VOL II","","2012","24","HUMANITAS","ADMINISTRATIVA","HELENA","200","236","15, 5 X 21","","2.220 FLS DEPAPEL OFF SET 75 GRS 66 X 96","R$ 444.00","100 FLS DE CARTÃO COLOR PLUS 180 GRS 66 X 96","R$150.00","75 CHAPAS DE ALUMINIO DUPLO OFICIO","R$450.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS) FONTA PAGADORA :DEP.FILOSOFIA(TRANSP. ORÇAMENTÁRIA).</p>
",""
"12140","TRAD TREM Nº 18","","2012","25","HUMANITAS","ADM","HELENA","200","400","16 X 22","","3.750 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 750.00","100 FLS DE PAPEL SUPRENO 250 GRS 66 X 96","R$150.00","125 CGAPAS ALUMINIO DUPLO OFICIO","R$750.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( HUMANITAS)<br />
FONTE PAGADORA: INTEGRAL PARA A ADMINISTRAÇÃO.</p>
",""
"12141","JORNAL CEUPES","","2012","26","CEUPES","ADM","MAX GIMENES","500","24"," A 4","","1000 FLS PAPEL JORNAL 52 GRS 66 X 96","R$ 200.00","15 CHAPAS DE ALUMINIO","R$90.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:  MAX GIMENES FONTE PAGADORA :DIRETORIA</p>
",""
"12142","I Encontro de Pós Graduação em Lingua e Literatura Italiana e teoria Literaria","","2005","60","DLM e DTLLC - Processo 2005.1.4311.8.2","DLM e DTLLC","Profa. Dra. Lucia Wataghim","100","50","15x21","","16 chapas offset","","225 fls papel pólen 85 grs","","40 fls cartão color plus 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12143","Como Elaborar Monografias","","2005","61","Humanitas","ADM","Helena","3000","94","14x21","","32 chapas offset","","10750 fls papel offset 75 grs 66x96","R$1935.00","450 fls color plus 180 grs 66x96","","Plastificação","R$135.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12144","Como Elaborar Referência Bibliografica","","2005","62","Humanitas","ADM","Helena","3000","94","14x21","","32 chapas offset","","10750 fls papel offset 75 grs 66x96","R$1935.00","450 fls color plus 180 grs 66x96","","Plastificação","R$135.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12145","Como Elaborar notas de rodapé","","2005","63","Humanitas","ADM","Helena","3000","74","14x21","","26 chapas offset","","8500 fls papel offset 75 grs 66x96","R$1530.00","450 fls color plus 180 grs 66x96","","plstificação","R$135.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12146","Sicusp 2005","","2005","64","Comissão de oesquisa","Academica","Prof. Dr. Moacyr Ayres Novaes Filho","1700","76","15x21","","26 chapas offset","","5000 fls papel offset 75 grs 66x96","R$900.00","300 fls vergê 180 grs 66x96","R$234.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12147","Informe n. 21","","2005","65","SDI","ADM","Diretoria","1500","44","A-4","01/11/2005","28 chapas offset","","5000 fls papel offset 75 grs 66x96","R$900.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12148","Cad. De Resumos do VIII Enapol","","2005","66","DL","DL","Pós Graduação do DL","200","76","16x22","11/11/2005","24 chapas offset","","600 fls papel offset 75 grs 66x96","R$108.00","Cartão vergê 180 grs 66x96 60 fls","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
