"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"12667","Folha de Prova","2015","22","almoxarifado","Administrativa","José Aparecido Irineu","10000","2","32,5 x 45,5","12/03/2015","5000 Folhas de Papel Sulfute 75grs 66x96","R$ 345.00","5 Chapas positivas de Alumínio Catu","R$19.60","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>FONTE PAGADORA :ALMOXARIFADO<br />
Sera pago pelo Almoxarifado o valor de R$128,98 (o papel foi fornecido pelo Almoxarifado)</p>
","Amoxarifado"
"12663","SEMINÁRIO INTERNACIONAL JUSTIÇA ESPACIAL E O DIREITO 'a CIDADE","2015","21","DEPARTAMENTO DE GEOGRAFIA DA FFLCH-USP","ACADEMICA ","PROFº. DR.ANTONIO CARLOS COLANGELO ","7500","1","15 X 21 ","11/09/2015","351   Folhas de Papel Sulfite 75grs 66x96","R$ 49.14","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>150 BLOCOS 15 X 21   DE 50 FOLHAS CADA</p>
","DEPARTAMENTO DE GEOGRAFIA DA FFLCH-USP "
"12656","FORNECIMENTO DE PAPEL ","2015","20","SERVIÇO DE PÓS-GRADUAÇÃO ","ACADEMICA ","ALINE NOGUEIRA MARQUES NICOLAU ","4000","1","","10/23/2015"," 500 Folhas de Papel Sulfite 120 grs 66x96","R$ 125.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","SERVIÇO DE PÓS-GRADUAÇÃO "
"12647","SIMPÓSIO NACIONAL DE ESTUDOS JUDAÍCOS","2015","19","CENTRO DE ESTUDOS JUDAICOS","ACADEMICA ","THAIS LANCMAN ","45","25","A 5 ","10/08/2015","88   Folhas de Papel JORNAL  52 grs 66 x 96","R$ 8.80","","","","","","","","","","","","","<p>SÃO 45 BLOCOS DE RASCUNHO 25 FOLHAS CADA NO TAMANHO ( A 5)  NO PAPEL JORNAL .</p>
","CENTRO DE ESTUDOS JUDAICOS "
"12644","Subjetividade, espaço e tempo em David Hume","2015","18","Humanitas","Administrativa","Helena","300","1","","10/02/2015","Cola","R$ 50.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>INTEGRAL PARA HUMANITAS (RECOLHIMENTO NA TESOURARIA)<br />
troca das paginas 3/4</p>
","Integral para a Humanitas"
"12629","Formulário de Solicitação de Documentos e Formulário de Alteração de Frequência e Nota","2015","17","Hilton José Soares","Acadêmica","Hilton José Soares","10000","2","A4","08/19/2015","3125 Folhas de Papel Sulfute 75grs 66x96","R$ 481.25","05 Chapas positivas de Alumínio","R$19.60","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Blocos de 200 fls. cada.</p>
","Serviço de Graduação "
"12623","FORNECIMENTO DE PAPEL ( CCINT)","2015","16","COMISSÃO DE COOPERAÇÃO INTERNACIONAL - FFLCH-USP","ACADEMICA","VIVIAN PAMELLA VIVIANI DE CASTRO","1000","1","A-4","07/14/2015","125 Folhas de Papel SulfIte 120grs 66x96","R$ 30.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","COMISSÃO DE COOPERAÇÃO INTERNACIONAL - FFLCH - USP"
"12621","FORNECIMENTO DE PAPEL ","2015","15","PÓS-GRADUAÇÃO ","ACADEMICA ","ALINE NOGUEIRA MARQUES NICOLAU ","2000","1","A 4 ","06/19/2015","250  Folhas de Papel Sulfite 75 grs 66 x 96","R$ 38.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","PÓS-GRADUAÇÃO "
"12619","FOLHA DE PROVA ","2015","14","ALMOXARIFADO ","Administrativa","JOSÉ APARECIDO IRINEU ","20000","2","45,5X32,5","06/12/2015","5000  Folhas de Papel Sulfite 75grs 66x96","R$ 770.00"," 5 Chapas positivas de Alumínio","R$19.60","","","","","","","","","","","<p>SERÁ PAGO PELO ALMOXARIFADO O VALOR ( R$256,48) ( PAPEL FORNECIDO PELO ALMOXARIFADO )</p>
","ALMOXARIFADO ( SERÁ PAGO R$ 256,48 ) "
"12616","FORNECIMENTO DE PAPEL ( CENTRO DE LÍNGUAS ) ","2015","13","CENTRO DE LÍNGUAS ","ACADEMICA","ELIANE VAZ DO NASCIMENTO ","1000","1","A 3","06/11/2015","250 Folhas de Papel VERGÊ 180 GRS 66 X 96 ","R$ 202.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","CENTRO DE LÍNGUAS "
"12617","FORNECIMENTO DE PAPEL ( CENTRO DE LÍNGUAS ) ","2015","13","CENTRO DE LÍNGUAS ","ACADEMICA","ELIANE VAZ DO NASCIMENTO ","1000","1","A 3","06/11/2015","250 Folhas de Papel VERGÊ 180 GRS 66 X 96 ","R$ 202.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","CENTRO DE LÍNGUAS "
"12613","FORNECIMENTO DE PAPEL ( departamento de história) ","2015","12","DEPARTAMENTO DE HISTORIA  ","ACADEMICA","PROFº.DRº.JOSÉ CARLOS SEBE BOM MEIHY","200","1","A4","05/21/2015"," 15 Folhas de Papel VERGÊ 120 GRS 66X 96 BRANCA ","R$ 9.01","15 Folhas de Papel VERGÊ 120 GRS 66X 96 MARFIM ","R$14.40","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","DEPARTAMENTO DE HISTORIA  "
"12611","FORNECIMENTO DE PAPEL  ( serviço de cultura e Extensão Universitária ) ","2015","11","serviço de cultura e Extensão Universitária ) ","ACADEMICA","CRISTIANE MALISCHESQUI REINA","5000","1","A4","05/20/2015","625 Folhas de Papel Sulfite 75 grs 66 x 96","R$ 96.25","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","serviço de cultura e Extensão Universitária ) "
"12608","FORNECIMENTO DE PAPEL  ( SERVIÇO DE PÓS-GRADUAÇÃO ) ","2015","10","ASSISTÊNCIA  ACADÊMICA ","ACADEMICA","HILTON JOSÉ SOARES","5000","1","A4","05/15/2015","320 FOLHAS DE PAPEL SUPER BOND 66 X 96 ( ROSA ) ","R$ 70.08","320 FOLHAS DE PAPEL SUPER BOND 66 X 96  AMARELO ","R$70.08","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>2.500 FOLHAS DE PAPEL SUPER BOND 66 X 96 ( ROSA )<br />
  2.500 FOLHAS DE PAPEL SUPER BOND 66 X 96  AMARELO</p>
","SERVIÇO DE PÓS- GRADUAÇÃO "
"12606","Orquestra de vilões","2015","9","Centro de Estudos das Literaturas e Culturas de Língua Portuguesa-CELP","Acadêmica","Marinês","150","1","A3","05/08/2015","40 folhas de papel Color Plus 120grs Marfim 66x96","R$ 25.04","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>.</p>
","DEPARTAMENTO DE LETRAS CLÁSSICAS E VERNÁCULAS "
"12601","FORNECIMENTO DE PAPEL  ( SERVIÇO DE PÓS-GRADUAÇÃO ) ","2015","8","SERVIÇO DE PÓS- GRADUAÇÃO ","ACADEMICA","ALINE NOGUEIRA MARQUES NICOLAU ","5000","1","A4","04/16/2015"," 625  Folhas de Papel Sulfite 120 grs 66x96","R$ 152.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","SERVIÇO DE PÓS- GRADUAÇÃO "
"12598","FOLDER -BLOCOS DE RASCUNHO - CARTAZ ","2015","7","DLCV","ACADEMICA","PROFº. DR.LUIS ANTÔNIO LINDO ","150","24","A5","04/06/2015","50  FOLHAS DE PAPAEL  COLOR PLUS 120 GRS 66 X 96 MARFIM ","R$ 31.30","  10 Chapas positivas de Alumínio","R$39.20","250 FLS DE SUFITE 75 GRS    66 X 96 ( BLOCO  ) ","R$38.50","","","","","Laminação fosca","","","","<p>60 CARTAZES -<br />
130 FOLDER -<br />
150 BLOCOS DE RASCUNHO DE 20 FOLHAS  A 5 ( PAPEL BRANCO ) .</p>
","DEPARTAMENTO DE LETRAS CLÁSSICAS E VERNÁCULAS "
"12595","FORNECIMENTO DE PAPEL (CCINT)","2015","6","COMISSÃO DE COOPERAÇÃO INTERNACIONAL-FFLCH-USP","Acadêmica","VIVIAN PAMELLA VIVIANI DE CASTRO","1000","1","A4","03/24/2015","125Folhas de Papel Sulfute 120grs 66x96","R$ 30.50","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","COMISSÃO DE COOPERAÇÃO INTERNACIONAL -FFLCH-USP"
"12593","TIMBRE DE ENVELOPES MÉDIO  ( 24 X 34 ) ","2015","5","ALMOXARIFADO ","Administrativa","JOSÉ APARECIDO IRINEU ","20000","1","24 X 34 ","03/16/2015","20.000 ENVELOPE TIPO SACO (24 X 34 )","R$ 1920.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>SERÁ PAGO R$576,00,POIS OS ENVELOPES FORAM FORNECIDOS PELO ALMOXARIFADO .</p>
","ALMOXARIFADO ( SERÁ PAGO R$576,00  ) "
"12592","TIMBRE DE ENVELOPES GRANDE ( 31 X 41 ) ","2015","4","ALMOXARIFADO ","Administrativa","JOSÉ APARECIDO IRINEU ","12000","1","31 X 41 ","03/16/2015","12.000 ENVELOPES TIPO SACO 31 X 41 ","R$ 1812.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>SERÁ PAGO R$543,60 ,POIS OS ENVELOPES FORAM FORNECIDOS PELO ALMOXARIFADO.</p>
","ALMOXARIFADO ( SERÁ PAGO R$ 543,60 ) "
"12589","PROFESSORA EMÉRITA ANITA NOVISNKI","2015","3","ASSISTÊNCIA  ACADÊMICA ","ACADEMICA","ROSÂNGELA  DUARTE ","200","2","A4","03/13/2015","  40  Folhas de Papel VERGÊ 120 GRS  66x96","R$ 32.84","  5 Chapas positivas de Alumínio","R$19.60","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>VERGÊ TURMALINA 120 GRS</p>
","DIRETORIA "
"12587","COMEMORAÇÃO DOS 150 ANOS DE WILLIAN BUTLER YEATS","2015","2","CÁTEDRA/ EMBAIXADA DA IRLANDA","Administrativa","PROFª.LAURA IZARRA","200","2","A4","02/23/2015"," 40 Folhas de Papel LINHO 120 GRS  66x96","R$ 60.00"," 5 Chapas positivas de Alumínio ( catú 510 ) ","R$19.60","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>A IMPRESSÃO EM AZUL  REAL</p>
","CATEDRA/ EMBAIXADA DA IRLANDA "
"12583","FORNECIMENTO DE PAPEL ( FOLDERS DOS CALOUROS 2015)","2015","1","SERVIÇO DE ALUNOS DE GRADUAÇÃO ","Acadêmico ","HILTON JOSÉ SOARES","10000","1","A3","02/13/2015","2.550   Folhas de Papel Sulfute 75grs 66x96","R$ 392.70","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","SERVIÇO DE ALUNOS DE GRADUAÇÃO "
"12564","filologia e linguistica portuguesa","2014","29","humanitas","Adm","Helena","200","284","16 x 22","12/08/2014","2663 Folhas de Papel Sulfute 75grs 66x96","R$ 665.75","95 Chapas positivas de Alumínio","R$665.00","200 Folhas  de cartão 240 GRS 50x66","R$160.00","impressão da capa em 02 cores","R$150.00","Laminação brilhante","R$150.00","Laminação fosca","","","Plastificação brilhante","","Integral para administração"
"12070","FORNECIMENTO DE PAPEL VERGÊ PARA LUDENS","2014","22","DEPARTAMENTO DE HISTORIA ( LUDENS )","ACADEMICA","PROFº FLÁVIO DE CAMPOS","400","1","A 4","","28 FLS DE PAPEL VERGÊ 180 GRS TURMALINA","","28 FLS DE PAPEL VERGE 120 GRS DIAMANTE","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFº FLÁVIO DE CAMPOS<br />
FONTE PAGADORA: DEPARTAMENTO DE HISTORIA ( LUDENS )</p>
",""
"12071","FORNECIMENTO DE PAPEL COLLOR PLUS","2014","24","DEPARTAMENTO DE LINGUÍSTICA","ACADEMICA","DENISE","500","1","A 4","","70 FLS DE PAPEL COLLOR PLUS 180 GRS","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: DENISE<br />
FONTE PAGADORA: DEPARTAMENTO DE LINGUÍSTICA</p>
",""
"12072","ARTES TRADICIONAIS DO JAPÃO ( DLO )","2014","25","DLO","ACADEMICA","PROFª.SHIRLEI LICA CHISATO HASSHIMOTO","550","2"," A5","","70 FLS DE COLLOR PLUS 180GRS 66 X 96","","4 CHAPAS DE ALUMINIO DUPLO OFICIO","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: SHIRLEI LICA ICHISATO HASIMOTO<br />
FONTE PAGADORA: DIRETORIA .</p>
",""
"12073","FORNECIMENTO DE PAPEL PARA DEPARTAMENTO DE HISTÓRIA","2014","26","DEP.DE HISTÓRIA","ACADEMICA","]PROFª.DRª ANTONIA TERRA DE CAL.FERNANDES","250","1"," A 4","","35  FLS DE PAPEL VERGÊ 120GRS MARFIM 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª.DRª ANTONIA  TERRA DE CAL. FERNANDES<br />
FONTE PAGADORA: DEPARTAMENTO DE HISTÓRIA .</p>
",""
"12074","FORNECIMENTO DE PAPEL DIRETORIA","2014","27","DIRETORIA","ADM","DAYANE ESTEVES NOGUEIRA","5100","1"," A 4","","15 FLS DE PAPEL CASCA DE OVO 90 GRS 66X96","","625 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : DAYANE ESTEVES NOGUEIRA<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"12075","BLOCO DE RASCUNHO""Seminário de História e Ditadura no Brazil ""","2014","28","DEPARTAMENTO DE HISTÓRIA - FFLCH","ACADEMICA","PROFº DR.º MAURICIO CARDESO","100","1"," A 5","","130 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFº DR.º MAURICIO CARDES<br />
FONTE PAGADORA :DEPARTAMENTO DE HISTÓRIA FFLCH.</p>
",""
"12019","FORNECIMENTO DE PAPEL","2012","55","SERVIÇO DE CULTURA E EXTENSÃO","ACADEMICA","MARIA ÂNGELA BORGES","5000","1"," A 3","10/10/2012","1.375 FLS DE PAPEL SUPER BOND 75 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:MARIA ÂNGELA BORGES<br />
FONTE PAGADORA:SERVIÇO DE CULTURA E EXTENSÃO UNIVESITÁRIA /FFLCH/USP</p>
",""
"12020","FORNECIMENTO DE PAPEL","2013","1","COMISÃO DE COOPERAÇÃO INTERNACIONAL","ACADÊMICA","VIVIAN PAMELLA VIVIANI DE CASTRO","1000","1","A4","","150FLS DE PAPEL VERGÊ 120GRS 66X96","R$ 180.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:VIVIAN PAMELLA VIVIANI DE CASTRO.<br />
FONTE PAGADORA:COMISSÃO DE COOPERAÇÃO INTERNACIONAL</p>
",""
"12021","IMPRESSÃO DE FOLHA DE PROVA","2013","2","ALMOXARIFADO","ADM","ALMOXARIFADO","1","40000","]","","40 PACOTES DE PAPEL OFF SET75 GRS 66 X 96","","4 CHAPAS DE ALUMINO","R$35.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:ALMOXARIFADO VALOR R$472,98 + R$35.00 DE CAPAS TOTALA PAGAR R$507.98<br />
O ALMOXARIFADO FORNECEU O PAPEL.</p>
",""
"12022","FORNECIMENTO DE PAPEL","2013","3","CCINT]","ACADÊMICA","VIVIAN PAMELLA VIVIANI CASTRO","1000","1","A  4","","160 FLS DE PAPEL OFF SET 120 GRS 66 X96","R$ 56.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL: VIVIAN PANELLA VIVIANI CASTRO<br />
FONTE PAGADORA: CCINT</p>
",""
